Job_ID,Job_Title,Company,Location,Country,Experience_Level,Employment_Type,Work_Mode,Salary_Min,Salary_Max,Salary_Currency,Posted_Date,Industry,Company_Size,Python,SQL,Power_BI,Excel,Tableau,Machine_Learning,Deep_Learning,TensorFlow,PyTorch,AWS,Azure,GCP,Statistics,NLP,Generative_AI,Years_Experience,Education,Job_Description,Average_Salary,Skill_Count
JOB10407,Machine Learning Engineer,JPMorgan Chase,Noida,India,Entry Level,Full Time,Hybrid,710000,1040000,INR,2026-02-11,Finance,1000+,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,0,Master's,"Seeking a Machine Learning Engineer to support Finance projects. Key skills include Python, Excel, Machine Learning, TensorFlow, PyTorch, GCP, Statistics. Hybrid role with entry level experience requirements.",875000,7
JOB11316,Data Engineer,JPMorgan Chase,Bangalore,India,Senior,Contract,Hybrid,980000,1220000,INR,2025-11-24,Technology,201-500,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,6,Master's,"Seeking a Data Engineer to support Technology projects. Key skills include Python, SQL, Machine Learning, Deep Learning, AWS, Azure. Hybrid role with senior experience requirements.",1100000,6
JOB10795,Data Analyst,Persistent Systems,Bangalore,India,Mid Level,Full Time,On-site,470000,590000,INR,2025-10-16,Education,1-50,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,3,Bachelor's,"Seeking a Data Analyst to support Education projects. Key skills include Python, SQL, Power BI, Excel, Machine Learning, PyTorch, GCP. On-site role with mid level experience requirements.",530000,7
JOB10716,Ai/Ml Intern,Oracle,Mumbai,Germany,Mid Level,Full Time,On-site,340000,400000,USD,2025-04-14,IT Services,201-500,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,2,MBA,"Seeking a AI/ML Intern to support IT Services projects. Key skills include Python, Power BI, Tableau, Deep Learning, Statistics, Generative AI. On-site role with mid level experience requirements.",370000,6
JOB11135,Bi Analyst,IBM,Ahmedabad,India,Entry Level,Full Time,On-site,530000,760000,EUR,2025-02-21,Technology,51-200,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,1,MBA,"Seeking a BI Analyst to support Technology projects. Key skills include Python, SQL, Excel, Machine Learning, Statistics, NLP. On-site role with entry level experience requirements.",645000,6
JOB11649,Ml Engineer,Persistent Systems,Remote,Germany,Mid Level,Full Time,Remote,890000,1280000,SGD,2025-08-29,E-commerce,1000+,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,5,Bachelor's,"Seeking a ML Engineer to support E-commerce projects. Key skills include Python, SQL, Power BI, Machine Learning, Deep Learning, TensorFlow, GCP. Remote role with mid level experience requirements.",1085000,7
JOB11024,Nlp Engineer,SAP,Hyderabad,Canada,Senior,Part Time,Remote,1340000,1580000,INR,2026-04-07,Consulting,201-500,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,10,Master's,"Seeking a NLP Engineer to support Consulting projects. Key skills include Python, Power BI, Excel, Statistics, NLP. Remote role with senior experience requirements.",1460000,5
JOB11056,Data Scientist,HCLTech,Remote,India,Senior,Full Time,On-site,1260000,1540000,USD,2025-06-29,IT Services,1-50,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,7,Bachelor's,"Seeking a Data Scientist to support IT Services projects. Key skills include Python, Power BI, Excel, TensorFlow, GCP, Statistics. On-site role with senior experience requirements.",1400000,6
JOB11797,Bi Analyst,Tech Mahindra,Ahmedabad,India,Entry Level,Full Time,Remote,560000,760000,INR,2026-03-08,Technology,1000+,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,2,Bachelor's,"Seeking a BI Analyst to support Technology projects. Key skills include Python, SQL, Excel, AWS, GCP. Remote role with entry level experience requirements.",660000,5
JOB10247,Machine Learning Engineer,Google,Bangalore,India,Senior,Full Time,Hybrid,1110000,1350000,INR,2025-11-02,IT Services,501-1000,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,7,PhD,"Seeking a Machine Learning Engineer to support IT Services projects. Key skills include Python, Power BI, Excel, Machine Learning, PyTorch, Generative AI. Hybrid role with senior experience requirements.",1230000,6
JOB10146,Data Analyst,Accenture,Gurgaon,India,Entry Level,Full Time,On-site,430000,650000,EUR,2025-08-30,Telecommunications,201-500,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,1,Bachelor's,"Seeking a Data Analyst to support Telecommunications projects. Key skills include Python, SQL, Azure. On-site role with entry level experience requirements.",540000,3
JOB11874,Ml Engineer,SAP,Kolkata,India,Mid Level,Full Time,Hybrid,1110000,1330000,INR,2026-08-05,Education,1000+,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,2,Bachelor's,"Seeking a ML Engineer to support Education projects. Key skills include Python, Power BI, Excel, Deep Learning, AWS, Statistics. Hybrid role with mid level experience requirements.",1220000,6
JOB11153,Bi Analyst,Amazon,Pune,India,Entry Level,Full Time,Hybrid,470000,640000,EUR,2025-08-27,IT Services,501-1000,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,1,Bachelor's,"Seeking a BI Analyst to support IT Services projects. Key skills include SQL, Power BI, Excel, Tableau. Hybrid role with entry level experience requirements.",555000,4
JOB11846,Data Scientist,Adobe,Mumbai,India,Lead,Full Time,Hybrid,1370000,1720000,GBP,2026-06-16,Manufacturing,201-500,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,15,Bachelor's,"Seeking a Data Scientist to support Manufacturing projects. Key skills include Python, SQL, Excel, PyTorch, AWS, NLP. Hybrid role with lead experience requirements.",1545000,6
JOB10623,Machine Learning Engineer,Bosch,Chennai,India,Mid Level,Full Time,On-site,960000,1180000,INR,2026-02-10,Finance,201-500,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,2,Bachelor's,"Seeking a Machine Learning Engineer to support Finance projects. Key skills include Python, SQL, Machine Learning, TensorFlow, Statistics. On-site role with mid level experience requirements.",1070000,5
JOB11977,Data Scientist,TCS,Mumbai,India,Entry Level,Full Time,Hybrid,770000,1020000,INR,2026-01-13,Consulting,1000+,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,0,Diploma,"Seeking a Data Scientist to support Consulting projects. Key skills include Python, SQL, Excel, Statistics. Hybrid role with entry level experience requirements.",895000,4
JOB10461,Data Analyst,Oracle,Mumbai,India,Entry Level,Full Time,On-site,400000,530000,INR,2025-08-10,Telecommunications,1000+,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,1,Bachelor's,"Seeking a Data Analyst to support Telecommunications projects. Key skills include Python, SQL, Power BI, Excel, Deep Learning, Statistics. On-site role with entry level experience requirements.",465000,6
JOB10487,Data Analyst,Genpact,Pune,India,Senior,Full Time,Remote,740000,870000,INR,2025-11-14,Technology,51-200,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,10,Bachelor's,"Seeking a Data Analyst to support Technology projects. Key skills include SQL, Power BI, Excel, Tableau, TensorFlow, GCP, Statistics. Remote role with senior experience requirements.",805000,7
JOB11911,Data Scientist,SAP,Bangalore,USA,Entry Level,Full Time,On-site,590000,820000,INR,2026-02-03,Consulting,501-1000,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,0,PhD,"Seeking a Data Scientist to support Consulting projects. Key skills include Python, Excel, Machine Learning, AWS. On-site role with entry level experience requirements.",705000,4
JOB10091,Data Analyst,Adobe,Gurgaon,India,Mid Level,Full Time,Hybrid,450000,600000,USD,2025-11-12,IT Services,51-200,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,4,PhD,"Seeking a Data Analyst to support IT Services projects. Key skills include SQL, Power BI, Excel, Machine Learning, TensorFlow, Azure, GCP. Hybrid role with mid level experience requirements.",525000,8
JOB11230,Machine Learning Engineer,Infosys,Mumbai,India,Mid Level,Full Time,On-site,1170000,1580000,INR,2025-07-07,Manufacturing,1000+,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,4,Bachelor's,"Seeking a Machine Learning Engineer to support Manufacturing projects. Key skills include Python, SQL, Excel, Machine Learning, Deep Learning, TensorFlow, Statistics. On-site role with mid level experience requirements.",1375000,7
JOB10493,Data Scientist,Wipro,Mumbai,Canada,Mid Level,Contract,Hybrid,760000,1110000,INR,2026-01-15,Consulting,51-200,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,2,Bachelor's,"Seeking a Data Scientist to support Consulting projects. Key skills include Python, SQL, Excel, Machine Learning, PyTorch, AWS, Statistics. Hybrid role with mid level experience requirements.",935000,7
JOB10171,Data Engineer,Google,Hyderabad,India,Entry Level,Full Time,On-site,650000,960000,INR,2026-02-25,Telecommunications,501-1000,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,1,MBA,"Seeking a Data Engineer to support Telecommunications projects. Key skills include Python, SQL, Excel, Machine Learning, Deep Learning, Azure, Statistics. On-site role with entry level experience requirements.",805000,9
JOB11646,Bi Analyst,Wipro,Pune,Germany,Senior,Full Time,Hybrid,790000,940000,INR,2025-12-09,IT Services,201-500,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,6,Master's,"Seeking a BI Analyst to support IT Services projects. Key skills include Python, Power BI, Excel, Statistics. Hybrid role with senior experience requirements.",865000,4
JOB10057,Data Analyst,Walmart Global Tech,Bangalore,India,Entry Level,Full Time,Remote,410000,520000,INR,2025-12-04,IT Services,1000+,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,1,Master's,"Seeking a Data Analyst to support IT Services projects. Key skills include Python, Power BI, Excel, TensorFlow, Azure, Generative AI. Remote role with entry level experience requirements.",465000,6
JOB10405,Data Scientist,Infosys,Bangalore,India,Senior,Internship,On-site,1290000,1530000,INR,2025-11-09,IT Services,201-500,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,8,Master's,"Seeking a Data Scientist to support IT Services projects. Key skills include Python, Excel, Machine Learning, Statistics. On-site role with senior experience requirements.",1410000,4
JOB11266,Data Analyst,Google,Delhi,Canada,Senior,Full Time,Hybrid,750000,890000,INR,2025-06-01,Technology,201-500,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,5,MBA,"Seeking a Data Analyst to support Technology projects. Key skills include Python, SQL, Excel, Tableau, Machine Learning, Statistics. Hybrid role with senior experience requirements.",820000,6
JOB10600,Data Analyst,Cognizant,Hyderabad,India,Entry Level,Full Time,On-site,440000,570000,INR,2026-05-28,IT Services,1-50,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,0,Diploma,"Seeking a Data Analyst to support IT Services projects. Key skills include SQL, Power BI, Excel, Tableau, Azure, Statistics. On-site role with entry level experience requirements.",505000,6
JOB11016,Ai/Ml Intern,JPMorgan Chase,Delhi,India,Entry Level,Full Time,On-site,210000,310000,INR,2026-04-28,Manufacturing,501-1000,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,1,Diploma,"Seeking a AI/ML Intern to support Manufacturing projects. Key skills include Python, SQL, Excel, Tableau, PyTorch, AWS, Statistics. On-site role with entry level experience requirements.",260000,7
JOB11371,Nlp Engineer,Oracle,Noida,India,Entry Level,Full Time,Hybrid,870000,1220000,INR,2025-02-15,Consulting,1000+,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,0,Bachelor's,"Seeking a NLP Engineer to support Consulting projects. Key skills include Python, SQL, Power BI, Tableau, Deep Learning, Statistics, NLP. Hybrid role with entry level experience requirements.",1045000,7
JOB10098,Machine Learning Engineer,LTIMindtree,Gurgaon,India,Senior,Full Time,Remote,1480000,1750000,INR,2026-06-06,Finance,201-500,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,Unknown,"Seeking a Machine Learning Engineer to support Finance projects. Key skills include Python, SQL, Excel, Machine Learning, PyTorch, AWS, Azure. Remote role with senior experience requirements.",1615000,11
JOB10827,Data Scientist,NVIDIA,Hyderabad,India,Mid Level,Full Time,Hybrid,790000,990000,SGD,2025-05-22,E-commerce,501-1000,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,3,Bachelor's,"Seeking a Data Scientist to support E-commerce projects. Key skills include Python, SQL, Power BI, Excel, Machine Learning, Azure, Statistics. Hybrid role with mid level experience requirements.",890000,8
JOB11141,Ml Engineer,Wipro,Gurgaon,Canada,Mid Level,Full Time,On-site,1160000,1360000,INR,2025-05-13,Healthcare,1000+,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,5,Diploma,"Seeking a ML Engineer to support Healthcare projects. Key skills include Python, SQL, Power BI, Excel, Tableau, Machine Learning, PyTorch. On-site role with mid level experience requirements.",1260000,8
JOB11226,Data Engineer,SAP,Bangalore,India,Mid Level,Full Time,Hybrid,910000,1130000,INR,2025-01-26,IT Services,51-200,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,4,Bachelor's,"Seeking a Data Engineer to support IT Services projects. Key skills include Python, SQL, Power BI, Excel, Machine Learning, AWS, Azure. Hybrid role with mid level experience requirements.",1020000,7
JOB11908,Machine Learning Engineer,ACCENTURE,Ahmedabad,India,Entry Level,Full Time,Hybrid,940000,1260000,INR,2026-07-13,Technology,1000+,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,1,Bachelor's,"Seeking a Machine Learning Engineer to support Technology projects. Key skills include Python, SQL, Excel, Machine Learning, Deep Learning, TensorFlow, PyTorch. Hybrid role with entry level experience requirements.",1100000,9
JOB10480,Ai Engineer,JPMorgan Chase,Kolkata,USA,Mid Level,Full Time,Remote,1140000,1400000,INR,2025-09-28,IT Services,1000+,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,2,Bachelor's,"Seeking a AI Engineer to support IT Services projects. Key skills include Excel, Machine Learning, AWS. Remote role with mid level experience requirements.",1270000,3
JOB10324,Data Scientist,Deloitte,Gurgaon,India,Lead,Full Time,Hybrid,1410000,1610000,INR,2025-06-05,IT Services,201-500,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,14,Master's,"Seeking a Data Scientist to support IT Services projects. Key skills include Python, Excel, Tableau, Machine Learning, AWS, Statistics. Hybrid role with lead experience requirements.",1510000,6
JOB11218,Bi Analyst,SAP,Delhi,India,Entry Level,Full Time,Hybrid,490000,620000,INR,2026-02-13,IT Services,201-500,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,1,Bachelor's,"Seeking a BI Analyst to support IT Services projects. Key skills include SQL, Power BI, Excel, Machine Learning, TensorFlow, AWS, GCP. Hybrid role with entry level experience requirements.",555000,8
JOB11468,Machine Learning Engineer,JPMorgan Chase,Delhi,Germany,Mid Level,Full Time,Hybrid,930000,1360000,INR,2026-03-21,IT Services,501-1000,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,5,Bachelor's,"Seeking a Machine Learning Engineer to support IT Services projects. Key skills include Power BI, Excel, AWS. Hybrid role with mid level experience requirements.",1145000,3
JOB11807,Data Engineer,Accenture,Mumbai,India,Senior,Full Time,Remote,910000,1230000,INR,2025-10-30,Technology,1000+,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,9,Bachelor's,"Seeking a Data Engineer to support Technology projects. Key skills include Python, SQL, Power BI, Excel, Tableau, Statistics. Remote role with senior experience requirements.",1070000,6
JOB11479,Ml Engineer,Capgemini,Pune,India,Mid Level,Full Time,On-site,900000,1180000,CAD,2025-11-06,Technology,1000+,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,2,Bachelor's,"Seeking a ML Engineer to support Technology projects. Key skills include Python, SQL, Tableau, Machine Learning, PyTorch, AWS, Statistics. On-site role with mid level experience requirements.",1040000,8
JOB11553,Ml Engineer,Infosys,Delhi,India,Senior,Full Time,Remote,1010000,1330000,INR,2025-07-10,IT Services,501-1000,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,6,Master's,"Seeking a ML Engineer to support IT Services projects. Key skills include Python, Power BI, Excel, Tableau, Machine Learning, Deep Learning, AWS. Remote role with senior experience requirements.",1170000,8
JOB11796,Data Analyst,SAP,Pune,India,Mid Level,Full Time,Hybrid,510000,720000,INR,2025-06-28,Healthcare,1000+,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,2,Bachelor's,"Seeking a Data Analyst to support Healthcare projects. Key skills include Python, SQL, Power BI, Excel, TensorFlow. Hybrid role with mid level experience requirements.",615000,5
JOB11575,Data Analyst,Bosch,Ahmedabad,India,Senior,Full Time,Remote,660000,770000,GBP,2026-02-13,IT Services,1000+,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,7,Master's,"Seeking a Data Analyst to support IT Services projects. Key skills include Python, SQL, Power BI, Excel, Machine Learning, Statistics, Generative AI. Remote role with senior experience requirements.",715000,7
JOB10099,Data Analyst,TCS,Hyderabad,India,Mid Level,Full Time,Remote,460000,610000,INR,2025-06-21,Manufacturing,51-200,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,5,Bachelor's,"Seeking a Data Analyst to support Manufacturing projects. Key skills include SQL, Tableau, Statistics. Remote role with mid level experience requirements.",535000,3
JOB10425,Data Analyst,TCS,Remote,India,Mid Level,Full Time,Hybrid,610000,800000,INR,2025-03-10,Telecommunications,1000+,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,3,Bachelor's,"Seeking a Data Analyst to support Telecommunications projects. Key skills include Python, SQL, Power BI, Excel, TensorFlow, Azure, Generative AI. Hybrid role with mid level experience requirements.",705000,7
JOB10297,Bi Analyst,TCS,Chennai,UK,Senior,Full Time,On-site,700000,930000,INR,2025-12-07,Telecommunications,51-200,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,5,Master's,"Seeking a BI Analyst to support Telecommunications projects. Key skills include Python, SQL, Power BI, Tableau, Machine Learning. On-site role with senior experience requirements.",815000,5
JOB10738,Ml Engineer,JPMorgan Chase,Bangalore,India,Entry Level,Full Time,Remote,900000,1260000,INR,2026-03-16,Education,201-500,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,1,Bachelor's,"Seeking a ML Engineer to support Education projects. Key skills include Python, SQL, Power BI, PyTorch. Remote role with entry level experience requirements.",1080000,4
JOB11896,Bi Analyst,Accenture,Bangalore,India,Entry Level,Full Time,On-site,440000,670000,INR,2025-11-16,Technology,1000+,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,1,Bachelor's,"Seeking a BI Analyst to support Technology projects. Key skills include SQL, Power BI, Excel, Statistics. On-site role with entry level experience requirements.",555000,4
JOB10903,Data Analyst,Oracle,Kolkata,India,Mid Level,Full Time,Hybrid,580000,770000,INR,2025-09-14,Telecommunications,1000+,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,5,MBA,"Seeking a Data Analyst to support Telecommunications projects. Key skills include Python, SQL, Power BI, Excel, AWS, Statistics. Hybrid role with mid level experience requirements.",675000,6
JOB10602,Data Scientist,Amazon,Noida,UK,Senior,Full Time,Hybrid,1110000,1330000,INR,2025-05-29,Manufacturing,501-1000,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,10,Bachelor's,"Seeking a Data Scientist to support Manufacturing projects. Key skills include Python, SQL, Excel, AWS, GCP, Generative AI. Hybrid role with senior experience requirements.",1220000,6
JOB11000,Machine Learning Engineer,Cognizant,Remote,Germany,Entry Level,Full Time,On-site,890000,1140000,GBP,2026-04-08,IT Services,1000+,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,1,Bachelor's,"Seeking a Machine Learning Engineer to support IT Services projects. Key skills include Python, Excel, Deep Learning, PyTorch, Azure. On-site role with entry level experience requirements.",1015000,5
JOB11816,Nlp Engineer,IBM,Bangalore,India,Lead,Full Time,Remote,1190000,1410000,CAD,2025-03-02,Technology,51-200,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,14,MBA,"Seeking a NLP Engineer to support Technology projects. Key skills include Python, SQL, Power BI, Excel, PyTorch, AWS, Statistics. Remote role with lead experience requirements.",1300000,8
JOB10396,Ai/Ml Intern,Amazon,Bangalore,UK,Mid Level,Full Time,Remote,210000,290000,INR,2025-12-23,IT Services,1-50,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,3,Bachelor's,"Seeking a AI/ML Intern to support IT Services projects. Key skills include Python, Excel, Machine Learning, Statistics. Remote role with mid level experience requirements.",250000,4
JOB10427,Machine Learning Engineer,JPMORGAN CHASE,Ahmedabad,Australia,Mid Level,Full Time,Remote,1090000,1300000,INR,2025-06-02,Technology,501-1000,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,4,Master's,"Seeking a Machine Learning Engineer to support Technology projects. Key skills include Python, SQL, Machine Learning, Deep Learning, PyTorch, AWS, GCP. Remote role with mid level experience requirements.",1195000,8
JOB11812,Bi Analyst,Google,Hyderabad,India,Senior,Full Time,Hybrid,870000,1030000,EUR,2025-01-16,Technology,1000+,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,5,Master's,"Seeking a BI Analyst to support Technology projects. Key skills include Python, SQL, Excel. Hybrid role with senior experience requirements.",950000,3
JOB11584,Ai Engineer,Siemens,Hyderabad,India,Entry Level,Full Time,On-site,680000,1040000,INR,2026-01-20,Manufacturing,1000+,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,0,Master's,"Seeking a AI Engineer to support Manufacturing projects. Key skills include Python, SQL, Tableau, Deep Learning, Generative AI. On-site role with entry level experience requirements.",860000,5
JOB11550,Data Engineer,NVIDIA,Hyderabad,India,Lead,Full Time,Hybrid,970000,1190000,INR,2026-07-06,Technology,501-1000,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,15,Bachelor's,"Seeking a Data Engineer to support Technology projects. Key skills include Python, SQL, Excel, Tableau. Hybrid role with lead experience requirements.",1080000,4
JOB11556,Data Analyst,Microsoft,Bangalore,India,Mid Level,Internship,On-site,550000,700000,INR,2025-03-02,E-commerce,1-50,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2,Master's,"Seeking a Data Analyst to support E-commerce projects. Key skills include Python, SQL, Power BI, Excel, Deep Learning, Statistics. On-site role with mid level experience requirements.",625000,6
JOB11039,Data Analyst,DELOITTE,Hyderabad,India,Mid Level,Part Time,Hybrid,550000,690000,INR,2025-01-27,Technology,501-1000,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,5,Bachelor's,"Seeking a Data Analyst to support Technology projects. Key skills include Python, SQL, Excel, Tableau, Deep Learning, AWS, GCP. Hybrid role with mid level experience requirements.",620000,8
JOB10253,Business Analyst,NVIDIA,Bangalore,India,Mid Level,Full Time,Hybrid,470000,660000,USD,2025-11-29,Finance,501-1000,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,2,Bachelor's,"Seeking a Business Analyst to support Finance projects. Key skills include SQL, Power BI, PyTorch, AWS, Azure, GCP, Statistics. Hybrid role with mid level experience requirements.",565000,7
JOB10239,Data Engineer,Cognizant,Pune,India,Senior,Full Time,On-site,1140000,1330000,INR,2026-01-08,Finance,201-500,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,6,Bachelor's,"Seeking a Data Engineer to support Finance projects. Key skills include Python, SQL, Excel, AWS. On-site role with senior experience requirements.",1235000,4
JOB11145,Data Scientist,Siemens,Pune,India,Senior,Full Time,On-site,880000,1090000,USD,2025-12-09,E-commerce,1000+,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,5,Bachelor's,"Seeking a Data Scientist to support E-commerce projects. Key skills include Python, Excel, Machine Learning, AWS, Azure. On-site role with senior experience requirements.",985000,5
JOB10845,Data Analyst,Oracle,Ahmedabad,India,Senior,Full Time,Hybrid,780000,990000,INR,2026-02-07,IT Services,1000+,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,5,Bachelor's,"Seeking a Data Analyst to support IT Services projects. Key skills include Python, SQL, Excel, Statistics. Hybrid role with senior experience requirements.",885000,4
JOB11310,Ml Engineer,Cognizant,Pune,Singapore,Senior,Part Time,Remote,1110000,1390000,INR,2025-04-25,Technology,501-1000,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,9,Master's,"Seeking a ML Engineer to support Technology projects. Key skills include Python, Tableau, Machine Learning, Statistics, NLP. Remote role with senior experience requirements.",1250000,5
JOB10846,Machine Learning Engineer,Infosys,Pune,Australia,Entry Level,Full Time,Remote,770000,1070000,INR,2025-12-17,Technology,201-500,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,0,PhD,"Seeking a Machine Learning Engineer to support Technology projects. Key skills include Python, SQL, Excel, Deep Learning. Remote role with entry level experience requirements.",920000,4
JOB11221,Ai/Ml Intern,Deloitte,Delhi,India,Mid Level,Full Time,On-site,240000,380000,INR,2025-11-29,Technology,201-500,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,4,Bachelor's,"Seeking a AI/ML Intern to support Technology projects. Key skills include Python, SQL, Power BI, Excel, PyTorch, AWS, Azure. On-site role with mid level experience requirements.",310000,8
JOB11370,Data Scientist,LTIMindtree,Pune,USA,Mid Level,Contract,Hybrid,870000,1090000,INR,2025-09-16,Consulting,201-500,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,2,Master's,"Seeking a Data Scientist to support Consulting projects. Key skills include Python, SQL, Excel, Tableau, Statistics. Hybrid role with mid level experience requirements.",980000,5
JOB10546,Data Scientist,TCS,Noida,India,Lead,Full Time,On-site,1470000,1680000,EUR,2026-06-21,Finance,1000+,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,9,Master's,"Seeking a Data Scientist to support Finance projects. Key skills include Python, SQL, Power BI, Machine Learning, AWS, Azure, Statistics. On-site role with lead experience requirements.",1575000,8
JOB10251,Data Scientist,HCLTech,Hyderabad,India,Mid Level,Internship,On-site,780000,1120000,INR,2025-11-03,Technology,201-500,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,4,Bachelor's,"Seeking a Data Scientist to support Technology projects. Key skills include Python, Machine Learning, TensorFlow, GCP, Statistics. On-site role with mid level experience requirements.",950000,5
JOB10740,Machine Learning Engineer,Walmart Global Tech,Pune,UK,Mid Level,Full Time,On-site,960000,1360000,INR,2025-12-22,Telecommunications,201-500,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,5,Diploma,"Seeking a Machine Learning Engineer to support Telecommunications projects. Key skills include Python, SQL, Power BI, Excel, Machine Learning, Deep Learning, AWS. On-site role with mid level experience requirements.",1160000,7
